date,covid_severity,sunlight_time_minutes,production_capacity_rate,price_of_electricity,laborforce,export,monday,tuesday,wednesday,thursday,friday,saturday,sunday,new_year,nat_holiday,sacrifice_holiday,sacrifice_eve,ramadan_holiday,ramadan_eve,monday_or_friday_between_holidays,extra_holidays,partial_lockdown,full_lockdown
2019-09-23,0.0,728,76.3,482.99,53.5,15448.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-24,0.0,726,76.3,482.99,53.5,15448.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-25,0.0,723,76.3,482.99,53.5,15448.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-26,0.0,720,76.3,482.99,53.5,15448.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-27,0.0,718,76.3,482.99,53.5,15448.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-28,0.0,715,76.3,482.99,53.5,15448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-29,0.0,712,76.3,482.99,53.5,15448.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-09-30,0.0,710,76.3,482.99,53.5,15448.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,0.0,707,76.4,518.35,53.0,16517.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-02,0.0,704,76.4,518.35,53.0,16517.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-03,0.0,702,76.4,518.35,53.0,16517.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-04,0.0,699,76.4,518.35,53.0,16517.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-05,0.0,696,76.4,518.35,53.0,16517.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-10-06,0.0,694,76.4,518.35,53.0,16517.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-10-07,0.0,691,76.4,518.35,53.0,16517.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-08,0.0,688,76.4,518.35,53.0,16517.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-09,0.0,685,76.4,518.35,53.0,16517.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-10,0.0,682,76.4,518.35,53.0,16517.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-11,0.0,680,76.4,518.35,53.0,16517.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-12,0.0,677,76.4,518.35,53.0,16517.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-10-13,0.0,674,76.4,518.35,53.0,16517.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-10-14,0.0,672,76.4,518.35,53.0,16517.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-15,0.0,669,76.4,518.35,53.0,16517.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-16,0.0,667,76.4,518.35,53.0,16517.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-17,0.0,664,76.4,518.35,53.0,16517.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-18,0.0,662,76.4,518.35,53.0,16517.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-19,0.0,659,76.4,518.35,53.0,16517.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-10-20,0.0,657,76.4,518.35,53.0,16517.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-10-21,0.0,653,76.4,518.35,53.0,16517.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-22,0.0,651,76.4,518.35,53.0,16517.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-23,0.0,648,76.4,518.35,53.0,16517.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-24,0.0,646,76.4,518.35,53.0,16517.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-25,0.0,644,76.4,518.35,53.0,16517.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-26,0.0,641,76.4,518.35,53.0,16517.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-10-27,0.0,639,76.4,518.35,53.0,16517.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-10-28,0.0,636,76.4,518.35,53.0,16517.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-10-29,0.0,633,76.4,518.35,53.0,16517.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-10-30,0.0,631,76.4,518.35,53.0,16517.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-31,0.0,629,76.4,518.35,53.0,16517.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,0.0,626,77.2,519.81,52.5,16133.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-02,0.0,624,77.2,519.81,52.5,16133.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-11-03,0.0,621,77.2,519.81,52.5,16133.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-11-04,0.0,619,77.2,519.81,52.5,16133.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05,0.0,617,77.2,519.81,52.5,16133.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-06,0.0,615,77.2,519.81,52.5,16133.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-07,0.0,613,77.2,519.81,52.5,16133.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-08,0.0,609,77.2,519.81,52.5,16133.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-09,0.0,607,77.2,519.81,52.5,16133.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-11-10,0.0,605,77.2,519.81,52.5,16133.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-11-11,0.0,603,77.2,519.81,52.5,16133.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-12,0.0,601,77.2,519.81,52.5,16133.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-13,0.0,599,77.2,519.81,52.5,16133.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-14,0.0,597,77.2,519.81,52.5,16133.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-15,0.0,595,77.2,519.81,52.5,16133.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-16,0.0,593,77.2,519.81,52.5,16133.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-11-17,0.0,591,77.2,519.81,52.5,16133.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-11-18,0.0,589,77.2,519.81,52.5,16133.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-19,0.0,587,77.2,519.81,52.5,16133.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-20,0.0,585,77.2,519.81,52.5,16133.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-21,0.0,583,77.2,519.81,52.5,16133.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-22,0.0,582,77.2,519.81,52.5,16133.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-23,0.0,580,77.2,519.81,52.5,16133.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-11-24,0.0,579,77.2,519.81,52.5,16133.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-11-25,0.0,576,77.2,519.81,52.5,16133.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-26,0.0,574,77.2,519.81,52.5,16133.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-27,0.0,573,77.2,519.81,52.5,16133.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-28,0.0,572,77.2,519.81,52.5,16133.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-29,0.0,570,77.2,519.81,52.5,16133.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-30,0.0,569,77.2,519.81,52.5,16133.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,0.0,568,77.0,520.47,51.8,15296.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-12-02,0.0,566,77.0,520.47,51.8,15296.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03,0.0,565,77.0,520.47,51.8,15296.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-04,0.0,564,77.0,520.47,51.8,15296.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-05,0.0,563,77.0,520.47,51.8,15296.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-06,0.0,562,77.0,520.47,51.8,15296.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-07,0.0,561,77.0,520.47,51.8,15296.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-12-08,0.0,560,77.0,520.47,51.8,15296.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-12-09,0.0,559,77.0,520.47,51.8,15296.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-10,0.0,558,77.0,520.47,51.8,15296.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-11,0.0,558,77.0,520.47,51.8,15296.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-12,0.0,557,77.0,520.47,51.8,15296.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-13,0.0,556,77.0,520.47,51.8,15296.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-14,0.0,555,77.0,520.47,51.8,15296.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-12-15,0.0,555,77.0,520.47,51.8,15296.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-12-16,0.0,555,77.0,520.47,51.8,15296.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-17,0.0,554,77.0,520.47,51.8,15296.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-18,0.0,554,77.0,520.47,51.8,15296.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-19,0.0,554,77.0,520.47,51.8,15296.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-20,0.0,553,77.0,520.47,51.8,15296.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-21,0.0,554,77.0,520.47,51.8,15296.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-12-22,0.0,553,77.0,520.47,51.8,15296.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-12-23,0.0,554,77.0,520.47,51.8,15296.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-24,0.0,553,77.0,520.47,51.8,15296.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-25,0.0,554,77.0,520.47,51.8,15296.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-26,0.0,555,77.0,520.47,51.8,15296.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-27,0.0,554,77.0,520.47,51.8,15296.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-28,0.0,555,77.0,520.47,51.8,15296.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-12-29,0.0,556,77.0,520.47,51.8,15296.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2019-12-30,0.0,555,77.0,520.47,51.8,15296.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-31,0.0,556,77.0,520.47,51.8,15296.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,0.0,557,75.5,521.29,51.0,14857.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-01-02,0.0,558,75.5,521.29,51.0,14857.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03,0.0,559,75.5,521.29,51.0,14857.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04,0.0,560,75.5,521.29,51.0,14857.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-01-05,0.0,560,75.5,521.29,51.0,14857.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-01-06,0.0,561,75.5,521.29,51.0,14857.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-07,0.0,562,75.5,521.29,51.0,14857.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-08,0.0,563,75.5,521.29,51.0,14857.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-09,0.0,564,75.5,521.29,51.0,14857.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-10,0.0,565,75.5,521.29,51.0,14857.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-11,0.0,567,75.5,521.29,51.0,14857.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-01-12,0.0,569,75.5,521.29,51.0,14857.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-01-13,0.0,570,75.5,521.29,51.0,14857.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-14,0.0,571,75.5,521.29,51.0,14857.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-15,0.0,573,75.5,521.29,51.0,14857.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-16,0.0,574,75.5,521.29,51.0,14857.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-17,0.0,576,75.5,521.29,51.0,14857.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-18,0.0,577,75.5,521.29,51.0,14857.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-01-19,0.0,579,75.5,521.29,51.0,14857.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-01-20,0.0,581,75.5,521.29,51.0,14857.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-21,0.0,583,75.5,521.29,51.0,14857.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-22,0.0,584,75.5,521.29,51.0,14857.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-23,0.0,586,75.5,521.29,51.0,14857.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24,0.0,588,75.5,521.29,51.0,14857.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,1.0,591,75.5,521.29,51.0,14857.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,1.0,592,75.5,521.29,51.0,14857.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-01-27,0.0,594,75.5,521.29,51.0,14857.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,0.0,596,75.5,521.29,51.0,14857.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,0.0,599,75.5,521.29,51.0,14857.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,0.0,601,75.5,521.29,51.0,14857.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,0.0,603,75.5,521.29,51.0,14857.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,0.0,605,76.0,521.81,49.9,14655.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,0.0,607,76.0,521.81,49.9,14655.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-02-03,0.0,610,76.0,521.81,49.9,14655.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,0.0,612,76.0,521.81,49.9,14655.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,0.0,614,76.0,521.81,49.9,14655.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,0.0,616,76.0,521.81,49.9,14655.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,0.0,619,76.0,521.81,49.9,14655.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,0.0,621,76.0,521.81,49.9,14655.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0.0,623,76.0,521.81,49.9,14655.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-02-10,0.0,625,76.0,521.81,49.9,14655.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,0.0,628,76.0,521.81,49.9,14655.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,0.0,631,76.0,521.81,49.9,14655.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,0.0,633,76.0,521.81,49.9,14655.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,1.0,635,76.0,521.81,49.9,14655.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,1.0,639,76.0,521.81,49.9,14655.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,1.0,641,76.0,521.81,49.9,14655.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-02-17,0.0,643,76.0,521.81,49.9,14655.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,0.0,646,76.0,521.81,49.9,14655.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,1.0,648,76.0,521.81,49.9,14655.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,1.0,651,76.0,521.81,49.9,14655.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,2.0,654,76.0,521.81,49.9,14655.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,1.0,656,76.0,521.81,49.9,14655.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,2.0,659,76.0,521.81,49.9,14655.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-02-24,3.0,661,76.0,521.81,49.9,14655.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,3.0,664,76.0,521.81,49.9,14655.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,3.0,667,76.0,521.81,49.9,14655.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,4.0,669,76.0,521.81,49.9,14655.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,2.0,672,76.0,521.81,49.9,14655.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,2.0,675,76.0,521.81,49.9,14655.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,2.0,677,75.3,522.36,48.4,13381.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-02,2.0,681,75.3,522.36,48.4,13381.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,2.0,683,75.3,522.36,48.4,13381.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,3.0,686,75.3,522.36,48.4,13381.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,3.0,688,75.3,522.36,48.4,13381.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,4.0,691,75.3,522.36,48.4,13381.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,4.0,694,75.3,522.36,48.4,13381.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,4.0,696,75.3,522.36,48.4,13381.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-09,4.0,699,75.3,522.36,48.4,13381.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,10.0,702,75.3,522.36,48.4,13381.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,18.0,705,75.3,522.36,48.4,13381.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,15.0,708,75.3,522.36,48.4,13381.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,21.0,710,75.3,522.36,48.4,13381.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,17.0,713,75.3,522.36,48.4,13381.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,18.0,716,75.3,522.36,48.4,13381.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-16,32.0,718,75.3,522.36,48.4,13381.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,29.0,721,75.3,522.36,48.4,13381.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,35.0,724,75.3,522.36,48.4,13381.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,40.0,726,75.3,522.36,48.4,13381.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,40.0,729,75.3,522.36,48.4,13381.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,40.0,733,75.3,522.36,48.4,13381.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,40.0,735,75.3,522.36,48.4,13381.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-23,40.0,738,75.3,522.36,48.4,13381.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,38.0,741,75.3,522.36,48.4,13381.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,42.0,743,75.3,522.36,48.4,13381.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,49.0,746,75.3,522.36,48.4,13381.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,75.0,749,75.3,522.36,48.4,13381.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-28,100.0,751,75.3,522.36,48.4,13381.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,72.0,754,75.3,522.36,48.4,13381.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-30,59.0,757,75.3,522.36,48.4,13381.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31,62.0,759,75.3,522.36,48.4,13381.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,80.51948051948051,762,61.6,518.26,47.2,8890.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-02,62.805194805194816,765,61.6,518.26,47.2,8890.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,60.3896103896104,767,61.6,518.26,47.2,8890.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-04,69.24675324675326,770,61.6,518.26,47.2,8890.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,57.168831168831176,774,61.6,518.26,47.2,8890.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-04-06,53.14285714285714,776,61.6,518.26,47.2,8890.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,62.0,779,61.6,518.26,47.2,8890.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,57.168831168831176,781,61.6,518.26,47.2,8890.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,49.92207792207793,784,61.6,518.26,47.2,8890.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,47.50649350649351,787,61.6,518.26,47.2,8890.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,49.116883116883116,789,61.6,518.26,47.2,8890.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2020-04-12,45.896103896103895,792,61.6,518.26,47.2,8890.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2020-04-13,45.896103896103895,794,61.6,518.26,47.2,8890.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,58.77922077922078,797,61.6,518.26,47.2,8890.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-15,48.31168831168832,799,61.6,518.26,47.2,8890.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,47.50649350649351,802,61.6,518.26,47.2,8890.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,45.09090909090909,804,61.6,518.26,47.2,8890.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,46.701298701298704,807,61.6,518.26,47.2,8890.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2020-04-19,42.675324675324674,809,61.6,518.26,47.2,8890.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2020-04-20,43.480519480519476,812,61.6,518.26,47.2,8890.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,36.233766233766225,815,61.6,518.26,47.2,8890.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,38.64935064935064,818,61.6,518.26,47.2,8890.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,35.42857142857143,820,61.6,518.26,47.2,8890.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
